timestamp,cpu_pct,rss_kb
1776557828,0.0,11264
1776557833,318.8,23472
1776557838,323.2,23920
1776557843,309.6,24256
1776557848,320.3,24768
1776557853,321.9,24864
1776557858,328.1,24944
1776557863,326.8,24944
1776557868,317.0,24960
1776557873,318.1,25040
1776557878,317.3,25040
1776557883,325.2,25040
1776557888,164.3,25136
